Unnamed: 0,titulo_anuncio,tipo_alojamineto,numero_personas,n_dormitorios,nunmero_camas,nunmero_banos,valoracion,n_evaluaciones,precio,comunidad,url
1131.0,Villa do Sil,vivienda,12 viajeros,6 dormitorios,8 camas,4 baños,2,evaluaciones,,galicia,https://www.airbnb.es/rooms/872894119040054373?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085455_g5Gmqz4%2F1vYA%2FSTK&previous_page_section_name=1000&federated_search_id=2a3fbbba-790f-41bf-b073-6e97dbf161e1
1138.0,Ático Casaenmedio,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"4,96",112,,andalucia,https://www.airbnb.es/rooms/41070849?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691086460_8R%2Fo03LNRE%2BVtCeJ&previous_page_section_name=1000&federated_search_id=5327a49a-74a2-449c-9ae7-dcf7932bbb0a
1174.0,Luxury Valdeorras,villa,4 viajeros,2 dormitorios,2 camas,1 baño,"4,96",58,,castilla_y_leon,https://www.airbnb.es/rooms/22070036?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691086009_c%2FVlDop2RQovRFwv&previous_page_section_name=1000&federated_search_id=b4630cea-274f-4c9d-af80-3661f9173b18
1177.0,Alojamiento Cervantes,piso,4 viajeros,1 dormitorio,2 camas,"1,5 baños","4,94",17,,castilla_la_mancha,https://www.airbnb.es/rooms/828698418406226945?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-23&check_out=2023-08-28&source_impression_id=p3_1691086236_E0sXvUBaMpieMIg4&previous_page_section_name=1000&federated_search_id=378d2f85-9168-4a5a-bf66-a014c0c64f0c
1192.0,Habitación grande y cómoda para 1,Ernesto,1 viajero,1 dormitorio,1 cama,1 baño,2,evaluaciones,,madrid,https://www.airbnb.es/rooms/926680879500899870?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-13&source_impression_id=p3_1691086051_VSCjGKiF5TWyUeuj&previous_page_section_name=1000&federated_search_id=1432602d-c107-41c2-8f2d-45d610bcebd2
1202.0,"""Casa Alhamar"", en el casco histórico. AT-CC-00474",vivienda,2 viajeros,1 dormitorio,1 cama,1 baño,"4,58",108,,extremadura,https://www.airbnb.es/rooms/23899753?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691086346_JBo%2BeaETj0t1PuKx&previous_page_section_name=1000&federated_search_id=c31a3e0a-656f-431f-9faf-2b0af2ee7448
1212.0,sol de chamal,apto,5 viajeros,2 dormitorios,3 camas,1 baño,"4,50",8,,ceuta,https://www.airbnb.es/rooms/24139038?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691086513_%2Bd0jQylP4f0NrBAH&previous_page_section_name=1000&federated_search_id=9b824765-0581-4726-9ab7-b8e0de7e3d03
1219.0,Pequeña casa acogedora,vivienda,4 viajeros,1 dormitorio,2 camas,1 baño,"4,68",31,,andalucia,https://www.airbnb.es/rooms/579723610472336104?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-06&source_impression_id=p3_1691086444_1rFiHHBZPOzMy6Ex&previous_page_section_name=1000&federated_search_id=9d065b67-da3f-403f-a4b7-9a498a2c96b0
1235.0,XX D Apartamentos Morales & Arnal,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"4,96",46,,andalucia,https://www.airbnb.es/rooms/721822374553846552?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691086413_OrwtEscmRX13eTJq&previous_page_section_name=1000&federated_search_id=87af01fd-537e-4d7c-874e-5c065cc5d659
1241.0,Estudio en Segura de la Sierra,loft,2 viajeros,Estudio,1 cama,1 baño,"4,96",48,,andalucia,https://www.airbnb.es/rooms/1710542?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-07&check_out=2023-08-12&source_impression_id=p3_1691086452_ZQ81AmWVm2%2Ftvyts&previous_page_section_name=1000&federated_search_id=eaa6ebec-6e46-48f9-a710-64cfd7c0edd0
1265.0,Estudio/loft con preciosas vistas,loft,3 viajeros,Estudio,2 camas,1 baño,"4,70",10,,aragon,https://www.airbnb.es/rooms/676430279697879462?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-16&source_impression_id=p3_1691085823_RIqRqXfjKGQJ74ca&previous_page_section_name=1000&federated_search_id=3397a057-7f5b-41d5-9b75-362a7ceaedde
1269.0,Duplex entero con 2 habitaciones y 3 terrazas,adosado,5 viajeros,2 dormitorios,3 camas,2 baños,"4,91",32,,navarra,https://www.airbnb.es/rooms/54028106?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-14&check_out=2023-08-20&source_impression_id=p3_1691085703_jm5Q%2Fy%2Bj86xnkzK9&previous_page_section_name=1000&federated_search_id=8ba610ee-e12b-4def-a2c0-2f1ceedda312
1288.0,"Céntrico apartamento en Plaza Europa, Murcia",piso,6 viajeros,2 dormitorios,4 camas,1 baño,"4,91",11,,murcia,https://www.airbnb.es/rooms/908708618772666194?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086307_9%2BKU3zODusl9z22b&previous_page_section_name=1000&federated_search_id=e746460b-dc2b-4d18-889b-2ca3ee297bd8
1289.0,estancia familiar cerca del mar,piso,6 viajeros,2 dormitorios,3 camas,1 baño,2,evaluaciones,,ceuta,https://www.airbnb.es/rooms/895723744463176454?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-04&source_impression_id=p3_1691086524_3H0RskHkixVCl4No&previous_page_section_name=1000&federated_search_id=9468dbfa-396d-4595-9249-0d5e62bb5952
1291.0,Apartamento Rojo,piso,3 viajeros,1 dormitorio,1 cama,1 baño,2,evaluaciones,,aragon,https://www.airbnb.es/rooms/49623821?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-23&source_impression_id=p3_1691085857_iNtFI%2BXlvYZnGhBL&previous_page_section_name=1000&federated_search_id=54519720-41e4-472a-9c3b-43affb34cd3b
1307.0,Apartamento único con vista al puerto,piso,6 viajeros,2 dormitorios,3 camas,2 baños,1,evaluación,,baleares,https://www.airbnb.es/rooms/902604758344906812?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-01&check_out=2023-11-07&source_impression_id=p3_1691086626_soUiqReKQOwPSsTS&previous_page_section_name=1000&federated_search_id=25d6f8ef-1426-4009-a1a6-b007ee094b9b
1317.0,apartamento de naroa,piso,4 viajeros,2 dormitorios,3 camas,1 baño,1,evaluación,,navarra,https://www.airbnb.es/rooms/31132099?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-09&source_impression_id=p3_1691085744_14om3U8ZJQjnrGUh&previous_page_section_name=1000&federated_search_id=5fc13d75-1b8a-4ea6-8b01-649fb2eda7e8
1318.0,Apartamento estudio «Magic Sands» en la playa,apto,2 viajeros,1 dormitorio,1 cama,1 baño,"4,81",70,,comunidad_valenciana,https://www.airbnb.es/rooms/611415394016226593?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-08&check_out=2023-09-15&source_impression_id=p3_1691086144_gKHHRuESKEfl48I3&previous_page_section_name=1000&federated_search_id=55488ee9-1454-4543-999c-a1237a6e6007
1326.0,Oasis en la ciudad,suite con entrada independiente,2 viajeros,Estudio,1 cama,1 baño,"4,93",169,,comunidad_valenciana,https://www.airbnb.es/rooms/24049224?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-10&source_impression_id=p3_1691086144_HDAbaQqUaV2KNmG5&previous_page_section_name=1000&federated_search_id=55488ee9-1454-4543-999c-a1237a6e6007
1328.0,Precioso apartamento residencial con patio,apto,2 viajeros,1 dormitorio,1 cama,1 baño,"5,0",7,,andalucia,https://www.airbnb.es/rooms/688147334267003990?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-10&source_impression_id=p3_1691086413_Pcw3OovHKsqYOy1g&previous_page_section_name=1000&federated_search_id=87af01fd-537e-4d7c-874e-5c065cc5d659
1330.0,Hermosa habitación privada,Jose,2 viajeros,1 dormitorio,1 cama,1 baño compartido,"4,58",26,,valencia,https://www.airbnb.es/rooms/831087480186596875?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691085354_US9r2isHmmAmpYXG&previous_page_section_name=1000&federated_search_id=dd8ce12e-78e0-4d89-875e-71889835fd73
1331.0,Céntrico y cómodo apartamento con WIFI en Logroño,piso,4 viajeros,1 dormitorio,2 camas,1 baño,"4,35",26,,la_rioja,https://www.airbnb.es/rooms/27482380?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691085775_WjtMMP1aalIjAbIN&previous_page_section_name=1000&federated_search_id=3e2967f0-fc2d-47b9-9dde-05091ae955ee
1336.0,Apartamento con terraza para tres personas,piso,2 viajeros,1 dormitorio,2 camas,1 baño,"4,89",19,,asturias,https://www.airbnb.es/rooms/659051247443036174?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-27&check_out=2023-10-04&source_impression_id=p3_1691085530_EVpiy0noWLSC2%2Bz1&previous_page_section_name=1000&federated_search_id=003b642d-51e4-464f-9ceb-a3093b2f1401
1337.0,Apartamento Alexa1 a 750m de la Catedral A/❄️&🌡️,piso,7 viajeros,3 dormitorios,5 camas,"1,5 baños","4,74",65,,murcia,https://www.airbnb.es/rooms/53266823?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-08&check_out=2023-08-13&source_impression_id=p3_1691086307_by8rjOYEjjesz5hv&previous_page_section_name=1000&federated_search_id=e746460b-dc2b-4d18-889b-2ca3ee297bd8
1372.0,"Habitación cama doble en hotel ""Corru San Pumés""",Ewan,2 viajeros,1 dormitorio,1 cama,1 baño privado,"4,74",42,,asturias,https://www.airbnb.es/rooms/38214295?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-08&check_out=2023-09-13&source_impression_id=p3_1691085526_De3AhhxbtyMRDQKa&previous_page_section_name=1000&federated_search_id=42da71f5-7cc1-4953-a8c5-75750a1adb46
1373.0,Lekitxoko apartamento vacacional,piso,3 viajeros,1 dormitorio,2 camas,1 baño,"5,0",3,,pais_vasco,https://www.airbnb.es/rooms/905609302379698093?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-26&source_impression_id=p3_1691085668_f2o8nw%2BAXcEVf1uZ&previous_page_section_name=1000&federated_search_id=d5701b0d-fb49-4000-a334-7f48c501ff1b
1389.0,Bonito apartamento en Menorca Son Bou,piso,3 viajeros,1 dormitorio,4 camas,1 baño,2,evaluaciones,,baleares,https://www.airbnb.es/rooms/861407844982678177?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-20&check_out=2023-09-25&source_impression_id=p3_1691086657_ojYvpYfWC0P4N478&previous_page_section_name=1000&federated_search_id=362d8107-5669-4b3c-8eef-2b895679266d
1390.0,Loft de Ensueño con Piscina y jardin,Pilar,6 viajeros,2 dormitorios,2 camas,1 baño,"5,0",5,,navarra,https://www.airbnb.es/rooms/14959356?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-17&check_out=2023-08-22&source_impression_id=p3_1691085699_m6j7S%2BOXiwIhW28f&previous_page_section_name=1000&federated_search_id=9b7f2438-a9ca-42d1-9efe-07447cbb6959
1404.0,"Precioso estudio con terraza, a 15 km de las playas.",piso,3 viajeros,Estudio,2 camas,1 baño,"4,49",59,,cantabria,https://www.airbnb.es/rooms/50936197?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-15&check_out=2023-09-20&source_impression_id=p3_1691085558_cFzSGgupr4HVMl5v&previous_page_section_name=1000&federated_search_id=a345c60f-4489-4ad4-a674-282fcc165fbd
1412.0,Villa Te Pescadores Actividades Playa y Montaña,villa,15 viajeros,5 dormitorios,10 camas,1 baño,"4,56",18,,galicia,https://www.airbnb.es/rooms/6418243?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-20&source_impression_id=p3_1691085435_NiiiY3Hgk3s9B3tb&previous_page_section_name=1000&federated_search_id=0954f288-876f-4c03-a747-bbf0227fe003
1445.0,Apartamento plaza de toros Madrid,piso,4 viajeros,1 dormitorio,1 cama,1 baño,2,evaluaciones,,madrid,https://www.airbnb.es/rooms/915526239298053681?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691086081_e59q0vkHtzvhp4qY&previous_page_section_name=1000&federated_search_id=ec5b9ece-73fd-4a93-80ca-a9066ce2ebdb
1457.0,"Bienvenido a Cabaña, La Casita.",cabaña,2 viajeros,1 dormitorio,3 camas,"1,5 baños","4,63",8,,cataluña,https://www.airbnb.es/rooms/806246201669533529?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-23&check_out=2023-12-30&source_impression_id=p3_1691085941_QKvCibNbK9c%2BOUmp&previous_page_section_name=1000&federated_search_id=4c4ea3fe-de6e-4fb5-bbbf-abb37734e0ea
1458.0,Experiencia Transparente mejor suite burbuja,Fundacion,2 viajeros,1 dormitorio,1 cama,1 baño,"5,0",6,,castilla_y_leon,https://www.airbnb.es/rooms/689497723393850637?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691085967_12F0Zr2As3tfgI9F&previous_page_section_name=1000&federated_search_id=06d9905f-cb16-43f3-9f00-0ac4885f83d4
1467.0,DUERME VIENDO LA PLAZA MAYOR,vivienda vacacional,2 viajeros,1 dormitorio,1 cama,1 baño,"4,68",38,,madrid,https://www.airbnb.es/rooms/573986932176546130?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086098_0UTvSbBWHjXYB7gA&previous_page_section_name=1000&federated_search_id=04805f57-90e4-4064-bda5-a48e8154eccd
1473.0,Apartamento Céntrico,piso,4 viajeros,1 dormitorio,2 camas,1 baño,"4,79",14,,extremadura,https://www.airbnb.es/rooms/826585335325638136?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086350_442DpYxqhNZssOvr&previous_page_section_name=1000&federated_search_id=758af101-3208-40d9-914c-7d850718288d
1477.0,"Bonito apartamento, en el centro.",piso,2 viajeros,1 dormitorio,1 cama,"2,5 baños","3,82",11,,valencia,https://www.airbnb.es/rooms/874779611002466120?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085358_u2If%2BCjfZIkd1nue&previous_page_section_name=1000&federated_search_id=d6f09f65-7698-44e4-8541-78e91e3a240c
4.0,Leticia Campos,piso,3 viajeros,2 dormitorios,2 camas,1 baño,"4,69",217,,pais_vasco,https://www.airbnb.es/rooms/24591538?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-09&check_out=2023-09-15&source_impression_id=p3_1691085676_rHFrUNilD%2BUdyB%2Fz&previous_page_section_name=1000&federated_search_id=56e8d30b-333b-4aaa-a513-bb629809d53d
18.0,"★Apto Dunas II★ (Wifi, piscina, fácil aparcar)",piso,2 viajeros,1 dormitorio,1 cama,1 baño,"4,83",18,,cantabria,https://www.airbnb.es/rooms/50203924?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-17&check_out=2023-08-22&source_impression_id=p3_1691085584_niJA4otcnZcoujqc&previous_page_section_name=1000&federated_search_id=4cf0edb4-cf4e-4162-abfd-d626d7ecff2a
20.0,Casa Prado el Cardin con Vistas increíbles,casa rural,4 viajeros,1 dormitorio,1 cama,2 baños,"4,93",55,,asturias,https://www.airbnb.es/rooms/48205237?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-16&check_out=2023-10-21&source_impression_id=p3_1691085514_j56hX3ExmNaHSSpP&previous_page_section_name=1000&federated_search_id=effd06b7-7485-4463-845b-a96e69a71567
21.0,Precioso apartamento en Madrid!,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"4,20",5,,madrid,https://www.airbnb.es/rooms/755617971975462389?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086086_ig0nGMWB8i%2FV5EA8&previous_page_section_name=1000&federated_search_id=a3c636cc-6311-40c1-a630-89e9316f65dc
26.0,Cabaña ideal en Centro de Meditación KMC La Sierra,KMC La Sierra,2 viajeros,1 dormitorio,1 cama,1 baño,"4,92",12,,castilla_y_leon,https://www.airbnb.es/rooms/686657090315727867?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-12&source_impression_id=p3_1691086017_asKVhjtd14kaqDlR&previous_page_section_name=1000&federated_search_id=8a45eb79-1601-4fac-b762-d4a4b5548806
31.0,APARTAMENTO DE LUJO en el mar ll,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"4,64",11,,madrid,https://www.airbnb.es/rooms/555943845231744232?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086073_Fxpi2%2BNV3TYdtXP%2F&previous_page_section_name=1000&federated_search_id=d5aaba37-321c-4928-b31b-0640a972322a
44.0,Estudio en Córdoba a 5 minutos de estación de tren,loft,4 viajeros,2 dormitorios,3 camas,1 baño,"4,93",15,,andalucia,https://www.airbnb.es/rooms/857106726889692640?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-21&source_impression_id=p3_1691086456_P10rejs%2FXDFmFsNs&previous_page_section_name=1000&federated_search_id=4682e3d6-9cec-422e-9724-ac12b125e123
50.0,"Apartamento en Cabaña, con vistas maravillosas 1-S",cabaña,4 viajeros,2 dormitorios,3 camas,1 baño,1,evaluación,,cantabria,https://www.airbnb.es/rooms/914946550110393840?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-09&check_out=2023-09-14&source_impression_id=p3_1691085605_585NWcWAmdK5aOxL&previous_page_section_name=1000&federated_search_id=165772be-497f-4967-b576-093d06c97458
51.0,Pequeña casa acogedora,vivienda,4 viajeros,1 dormitorio,2 camas,1 baño,"4,68",31,,andalucia,https://www.airbnb.es/rooms/579723610472336104?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-06&source_impression_id=p3_1691086448_oGHTK%2F6wW8NbIUv9&previous_page_section_name=1000&federated_search_id=b8dbd954-4832-4555-97b7-fac7c2778a04
62.0,Retiro tranquilo en plena naturaleza by beBalmy,vivienda,3 viajeros,1 dormitorio,1 cama,1 baño,2,evaluaciones,,castilla_y_leon,https://www.airbnb.es/rooms/856243333343554605?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086001_OLO2JatPICvfV2yo&previous_page_section_name=1000&federated_search_id=2a157d41-5cbb-457b-9700-4b2e084134d3
65.0,Nuevo! en el casco histórico.,piso,4 viajeros,2 dormitorios,2 camas,1 baño,2,evaluaciones,,andalucia,https://www.airbnb.es/rooms/879214680515443972?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-10&source_impression_id=p3_1691086477_tJdljMKkj%2BFBJxZC&previous_page_section_name=1000&federated_search_id=8ba10d56-a89b-4437-85ab-75751c8b3070
70.0,Alojamiento Sanchinarro Madrid,apto,2 viajeros,1 dormitorio,1 cama,1 baño,"4,63",40,,madrid,https://www.airbnb.es/rooms/30391110?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086090_CcO28b5jdH56TQ7U&previous_page_section_name=1000&federated_search_id=6b4b3f9c-2140-42ff-b81f-afe18f16e705
74.0,Acogedor Estudio - CENTRO,loft,2 viajeros,1 dormitorio,1 cama,1 baño,"4,53",285,,andalucia,https://www.airbnb.es/rooms/29585818?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-14&check_out=2023-08-19&source_impression_id=p3_1691086469_UixtjRhxG0KNwmMk&previous_page_section_name=1000&federated_search_id=7080bf58-dd84-4e58-a33a-bc2f56ca9f1e
75.0,Precioso apartamento para parejas en Porto do Son,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"4,50",16,,galicia,https://www.airbnb.es/rooms/36791398?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-08&check_out=2023-09-13&source_impression_id=p3_1691085455_%2FFNzepi7lQXewxSv&previous_page_section_name=1000&federated_search_id=2a3fbbba-790f-41bf-b073-6e97dbf161e1
77.0,Fantástica vivienda Río centro,piso,3 viajeros,2 dormitorios,3 camas,1 baño,"5,0",8,,murcia,https://www.airbnb.es/rooms/879466018613158633?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-22&check_out=2023-08-27&source_impression_id=p3_1691086290_fyA0zaEXPUy0jc4u&previous_page_section_name=1000&federated_search_id=3ef442ac-88f8-441e-a93f-f7abf20dea84
79.0,Piscina en cómodo estudio a 30 minutos de Madrid,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"4,81",42,,castilla_la_mancha,https://www.airbnb.es/rooms/36819312?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086220_FDSoTAVUMTia3QVq&previous_page_section_name=1000&federated_search_id=fd8be956-1c2a-4cba-a75d-2ce3f91af429
82.0,Suite Standard Plus,apartamento con servicios,4 viajeros,1 dormitorio,3 camas,1 baño,"4,93",14,,pais_vasco,https://www.airbnb.es/rooms/53713146?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691085640_S4OEIbdmWYJJSpWO&previous_page_section_name=1000&federated_search_id=c79de80a-6aa6-4a77-8a65-93b03c5b650c
85.0,Piso con vistas al Jardín de San Esteban,piso,4 viajeros,2 dormitorios,3 camas,1 baño,"4,71",28,,murcia,https://www.airbnb.es/rooms/658365598691952888?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086281_4csft4OYtwVt85gs&previous_page_section_name=1000&federated_search_id=27ce2f2e-a752-417a-88df-5688f680d26a
91.0,Rincón para soñar,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"4,89",19,,aragon,https://www.airbnb.es/rooms/52329525?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-07&check_out=2023-08-14&source_impression_id=p3_1691085823_kwyXVxP78ls4uGfC&previous_page_section_name=1000&federated_search_id=3397a057-7f5b-41d5-9b75-362a7ceaedde
100.0,Apartamento Olímpico en Murcia,apto,2 viajeros,1 dormitorio,1 cama,1 baño,"4,80",15,,murcia,https://www.airbnb.es/rooms/751297513533665694?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691086315_56tq1eL4oZ58Pqq8&previous_page_section_name=1000&federated_search_id=d8c7ef25-0126-4509-83f7-2475e06a1d11
103.0,"Bienvenido, apartamento con piscina.",apartamento con servicios,6 viajeros,2 dormitorios,6 camas,"1,5 baños","4,80",11,,ceuta,https://www.airbnb.es/rooms/29186783?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-12&check_out=2023-09-17&source_impression_id=p3_1691086528_e71pRU4DKvO6k%2B%2Bs&previous_page_section_name=1000&federated_search_id=277aed56-87fa-427a-91d7-eaaf0a0a6e7b
105.0,Jardín y Garden Loft,piso,2 viajeros,1 dormitorio,1 cama,"1,5 baños","4,75",4,,madrid,https://www.airbnb.es/rooms/927425812753658912?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-14&check_out=2023-08-19&source_impression_id=p3_1691086090_Hj7j3zG9lz6rEX6p&previous_page_section_name=1000&federated_search_id=6b4b3f9c-2140-42ff-b81f-afe18f16e705
108.0,ZaperocoHomes El Pinar,vivienda,8 viajeros,3 dormitorios,6 camas,1 baño,1,evaluación,,castilla_y_leon,https://www.airbnb.es/rooms/923837076426516466?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086013_BFfKlHzC93X0mp92&previous_page_section_name=1000&federated_search_id=2c9de40c-ece7-478f-8309-ba675d3a77f2
111.0,Cabaña Torgás en el corazón de la Ribeira Sacra.,Isabel,2 viajeros,1 dormitorio,1 cama,1 baño,"4,96",23,,galicia,https://www.airbnb.es/rooms/687569240860551250?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-18&check_out=2023-09-23&source_impression_id=p3_1691085419_83K%2FPGwoqyIIkpb4&previous_page_section_name=1000&federated_search_id=35f1baf4-7172-46fc-8a8c-cec85d19a936
127.0,Mushara Apartamento Turístico,vivienda vacacional,5 viajeros,2 dormitorios,3 camas,1 baño,"5,0",12,,extremadura,https://www.airbnb.es/rooms/704302376794494625?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-02&check_out=2023-09-07&source_impression_id=p3_1691086394_A0fCV29e5hycZJZZ&previous_page_section_name=1000&federated_search_id=3b698b64-ef89-4948-a5e9-328b47769f00
157.0,Cabaña 8 de valle de Batuecas,cabaña,2 viajeros,Estudio,2 camas,1 baño,"4,81",54,,castilla_y_leon,https://www.airbnb.es/rooms/15387286?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-29&source_impression_id=p3_1691086001_%2FaHJ6QXXSj2NQa73&previous_page_section_name=1000&federated_search_id=2a157d41-5cbb-457b-9700-4b2e084134d3
159.0,Refugio anti-calor en La Virgen de la Vega,piso,5 viajeros,3 dormitorios,4 camas,"1,5 baños","4,98",40,,aragon,https://www.airbnb.es/rooms/13934064?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-17&check_out=2023-08-22&source_impression_id=p3_1691085861_%2BZMJ%2FjzvhGpTZ2W7&previous_page_section_name=1000&federated_search_id=50aa6b5f-0da8-4a55-8cd5-666dd138e930
167.0,Apartamento en ciudad de las artes y las ciencias,piso,4 viajeros,2 dormitorios,3 camas,2 baños,"5,0",14,,valencia,https://www.airbnb.es/rooms/929049467433208930?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-25&check_out=2023-10-30&source_impression_id=p3_1691085354_LYQ49fW4f9%2B%2Fris6&previous_page_section_name=1000&federated_search_id=dd8ce12e-78e0-4d89-875e-71889835fd73
