,precio,valoracion,n_evaluaciones,comunidad,url,titulo_anuncio,numero_personas,n_dormitorios,numero_camas,numero_banos
710,,,,melilla,https://www.airbnb.es/rooms/805728226300809836?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-10&source_impression_id=p3_1691086613_rMTPSshspy33zD5v&previous_page_section_name=1000&federated_search_id=b67421ed-36a3-4506-a32a-337d22d75b73,,,,,
711,,,,melilla,https://www.airbnb.es/rooms/918055278999517719?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691086598_Npo5oGrBQ1WZplXn&previous_page_section_name=1000&federated_search_id=cd78fc61-8e93-4c36-8a9c-27787f9dbac0,,,,,
712,,,,castilla_y_leon,https://www.airbnb.es/rooms/48555452?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-24&check_out=2023-09-29&source_impression_id=p3_1691085967_jg5WgP%2FPQLXWWF0c&previous_page_section_name=1000&federated_search_id=06d9905f-cb16-43f3-9f00-0ac4885f83d4,,,,,
713,,,,murcia,https://www.airbnb.es/rooms/636921089158587023?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691086295_tM3JrkNzXc%2Bbib47&previous_page_section_name=1000&federated_search_id=bb4b79f6-2eab-4faa-a03c-305e3ae7e76a,,,,,
714,,,,valencia,https://www.airbnb.es/rooms/26951498?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-08&check_out=2023-10-13&source_impression_id=p3_1691085325_c98k2qLkk%2FNgVp24&previous_page_section_name=1000&federated_search_id=3c2c32f9-e204-49ea-96e9-ed6af4ce4871,,,,,
715,,,,pais_vasco,https://www.airbnb.es/rooms/638800411954127611?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-07&check_out=2023-08-12&source_impression_id=p3_1691085668_PMyekOl0gfZgq6Iz&previous_page_section_name=1000&federated_search_id=d5701b0d-fb49-4000-a334-7f48c501ff1b,,,,,
716,,,,navarra,https://www.airbnb.es/rooms/925904481138180069?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691085707_lLIJYjoXR%2FBrp4pq&previous_page_section_name=1000&federated_search_id=135e53ea-3e99-47ea-87c0-062c82121ded,,,,,
717,,,,baleares,https://www.airbnb.es/rooms/948368737786396652?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-01&check_out=2024-01-06&source_impression_id=p3_1691086653_NEvZxDruEzjAwCZ9&previous_page_section_name=1000&federated_search_id=94779e3f-fa4f-4aa6-9f6e-1fa3b7249cf9,,,,,
718,,,,madrid,https://www.airbnb.es/rooms/889826472484487170?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086102_m25Kbw9uwCd36hEv&previous_page_section_name=1000&federated_search_id=bc7f9b21-13bf-489c-85b4-148ad3231254,,,,,
719,,,,aragon,https://www.airbnb.es/rooms/34620914?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691085876_i5hkuA9MoKQIuc03&previous_page_section_name=1000&federated_search_id=76720e18-d93a-4b89-b47e-c383f2e956d8,,,,,
720,,,,andalucia,https://www.airbnb.es/rooms/890435725467327421?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-29&source_impression_id=p3_1691086448_jCNyTeDp2kG855nB&previous_page_section_name=1000&federated_search_id=b8dbd954-4832-4555-97b7-fac7c2778a04,,,,,
721,,,,extremadura,https://www.airbnb.es/rooms/53317711?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-09&source_impression_id=p3_1691086375_tMonqEYa1kIAOnRu&previous_page_section_name=1000&federated_search_id=b75cf506-cd7c-451a-875e-aa9b2560bab4,,,,,
722,,,,aragon,https://www.airbnb.es/rooms/724595932583838396?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-12&check_out=2023-09-17&source_impression_id=p3_1691085861_CRrie27Rc4DZrXbf&previous_page_section_name=1000&federated_search_id=50aa6b5f-0da8-4a55-8cd5-666dd138e930,,,,,
723,,,,murcia,https://www.airbnb.es/rooms/49818043?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-11&source_impression_id=p3_1691086319_kn9kC4e5Q9iMpewV&previous_page_section_name=1000&federated_search_id=34fc98ec-6c22-46ed-86e3-b6315020057a,,,,,
724,,,,castilla_y_leon,https://www.airbnb.es/rooms/19179248?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086025_eg2tULL29owczSr0&previous_page_section_name=1000&federated_search_id=020f3247-d7ea-4824-8c76-26dc7189de1e,,,,,
725,,,,asturias,https://www.airbnb.es/rooms/5397855?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-15&check_out=2023-10-20&source_impression_id=p3_1691085477_RPIz8iqMKcqH%2BKfy&previous_page_section_name=1000&federated_search_id=8b80983a-ac9d-4163-b58f-c91dc4489ab7,,,,,
726,,,,ceuta,https://www.airbnb.es/rooms/941951451430721153?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086544_YoUXFGThd3iCHN8z&previous_page_section_name=1000&federated_search_id=27aa5fbe-e719-4aa6-811d-79d5d0b04fb1,,,,,
727,,,,madrid,https://www.airbnb.es/rooms/924282462082802805?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-12&source_impression_id=p3_1691086094_FSgaA%2B8AEagOzz0q&previous_page_section_name=1000&federated_search_id=acf17f98-b6f3-4804-8e2a-b598b276d60f,,,,,
728,,,,castilla_y_leon,https://www.airbnb.es/rooms/942745621164801843?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691085985_RS4q6TXkdCiPptHt&previous_page_section_name=1000&federated_search_id=b50051a8-7f1a-4116-b1ff-f525b30baff0,,,,,
729,,,,andalucia,https://www.airbnb.es/rooms/53541344?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691086456_kRoV0UbECNAL%2Fm7f&previous_page_section_name=1000&federated_search_id=4682e3d6-9cec-422e-9724-ac12b125e123,,,,,
730,,,,castilla_y_leon,https://www.airbnb.es/rooms/35589601?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-08&source_impression_id=p3_1691085997_Vsw32nzlgD27Fj%2BO&previous_page_section_name=1000&federated_search_id=26d3c233-9c23-44d6-9a61-e538221c3edc,,,,,
731,,,,murcia,https://www.airbnb.es/rooms/939950718674937167?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-17&check_out=2023-08-22&source_impression_id=p3_1691086303_6PBTGzch4v9%2B%2Bkc%2F&previous_page_section_name=1000&federated_search_id=5fa4b39f-2c59-4f96-bb64-6da22f242341,,,,,
732,,,,extremadura,https://www.airbnb.es/rooms/921777555084650334?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691086366_%2BmTnMmt7iawD4hpN&previous_page_section_name=1000&federated_search_id=8b1ac4b3-dd7a-4299-9a2a-fdcdfa8a9083,,,,,
733,,,,castilla_la_mancha,https://www.airbnb.es/rooms/37075262?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086240_BJzAORyUrTy4trbK&previous_page_section_name=1000&federated_search_id=965f6993-bec5-49a6-a3af-420b949734a7,,,,,
734,,,,castilla_la_mancha,https://www.airbnb.es/rooms/16754892?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691086186_7A0YEFCu8Yw%2B1A8G&previous_page_section_name=1000&federated_search_id=f7c6e6d5-8d40-4b0b-9666-c7a42ffb97ee,,,,,
735,,,,andalucia,https://www.airbnb.es/rooms/948192584013720093?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-08&check_out=2023-09-13&source_impression_id=p3_1691086473_vlSqkjGNQtDvLUfc&previous_page_section_name=1000&federated_search_id=d33f7196-1f0b-4229-80d2-3be507103135,,,,,
736,,,,extremadura,https://www.airbnb.es/rooms/46912523?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-07&check_out=2023-08-12&source_impression_id=p3_1691086366_PkaTYIwrl93XmMDO&previous_page_section_name=1000&federated_search_id=8b1ac4b3-dd7a-4299-9a2a-fdcdfa8a9083,,,,,
737,,,,castilla_la_mancha,https://www.airbnb.es/rooms/922382355773872738?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691086244_gdCOfFpcte2xOcZ4&previous_page_section_name=1000&federated_search_id=39cbfae6-f721-4263-a31e-4869c5a4f1f2,,,,,
738,,,,cataluña,https://www.airbnb.es/rooms/931025553761445067?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-11&source_impression_id=p3_1691085962_LrbYqamISIRx8Ypj&previous_page_section_name=1000&federated_search_id=f8be4b51-abe7-4e67-a12c-926348d51ab9,,,,,
739,,,,asturias,https://www.airbnb.es/rooms/15012497?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-09-01&source_impression_id=p3_1691085463_6oMnUu56gKhGkjPn&previous_page_section_name=1000&federated_search_id=66600497-684b-40aa-8ca0-a53dd62343cf,,,,,
740,,,,galicia,https://www.airbnb.es/rooms/905759307115963147?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085447_dWURLhAC%2BJEAbLgv&previous_page_section_name=1000&federated_search_id=02d85ad4-0dae-4e2b-9ba5-969df70670ac,,,,,
741,,,,navarra,https://www.airbnb.es/rooms/10851631?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691085748_6bdQL07QiNT38SMU&previous_page_section_name=1000&federated_search_id=c5cd8626-467f-4b67-8221-88d63a3c8f38,,,,,
742,,,,valencia,https://www.airbnb.es/rooms/906353638370640183?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-23&check_out=2023-08-28&source_impression_id=p3_1691085358_buRUBkBiKiqf%2Ff45&previous_page_section_name=1000&federated_search_id=d6f09f65-7698-44e4-8541-78e91e3a240c,,,,,
743,,,,castilla_la_mancha,https://www.airbnb.es/rooms/41783242?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086200_RczRPdOqom09kvlk&previous_page_section_name=1000&federated_search_id=c1b3c795-0090-4bde-b282-f72c46a36b04,,,,,
744,,,,extremadura,https://www.airbnb.es/rooms/846289885293285195?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1691086389_nKEnwqjxQy8xhcBX&previous_page_section_name=1000&federated_search_id=8c358d0e-bf63-476c-89f6-d9f65150da01,,,,,
745,,,,andalucia,https://www.airbnb.es/rooms/8416736?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-02&source_impression_id=p3_1691086448_IJJNGY1xKQmSnS5U&previous_page_section_name=1000&federated_search_id=b8dbd954-4832-4555-97b7-fac7c2778a04,,,,,
746,,,,la_rioja,https://www.airbnb.es/rooms/54028106?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-14&check_out=2023-08-20&source_impression_id=p3_1691085752_KgPO4Rm5jP2fc689&previous_page_section_name=1000&federated_search_id=1ba26053-784a-4178-b2ad-a01a6c971a28,,,,,
747,,,,murcia,https://www.airbnb.es/rooms/683337799892851528?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691086290_ON3wBG0Vep2KaHv3&previous_page_section_name=1000&federated_search_id=3ef442ac-88f8-441e-a93f-f7abf20dea84,,,,,
748,,,,asturias,https://www.airbnb.es/rooms/696105405794930307?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-16&check_out=2023-09-21&source_impression_id=p3_1691085522_GyiET9l%2FALbZBnIL&previous_page_section_name=1000&federated_search_id=b9dc1286-0fd6-4055-8c69-8bcdc478d9e6,,,,,
749,,,,galicia,https://www.airbnb.es/rooms/13739077?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691085443_p0kFnv%2BoaS32HVUC&previous_page_section_name=1000&federated_search_id=a7d0ccb3-edb8-481f-a64a-e6ae77d5899a,,,,,
750,,,,cataluña,https://www.airbnb.es/rooms/787846603138429556?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-17&check_out=2023-08-22&source_impression_id=p3_1691085954_EuE9CccriEtl%2BRr3&previous_page_section_name=1000&federated_search_id=8827959c-79be-40a6-8127-3163a9b198c3,,,,,
751,,,,murcia,https://www.airbnb.es/rooms/13852421?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-19&check_out=2023-08-24&source_impression_id=p3_1691086286_4bdZDa4LEi5jteC9&previous_page_section_name=1000&federated_search_id=356d1efd-13b9-489c-96a9-033d9af97124,,,,,
752,,,,murcia,https://www.airbnb.es/rooms/809942573775877762?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-12&check_out=2023-08-17&source_impression_id=p3_1691086299_91A8fIOoL706%2Fi4r&previous_page_section_name=1000&federated_search_id=8d52f324-da10-4646-bcdc-488b72f6ee00,,,,,
753,,,,aragon,https://www.airbnb.es/rooms/919358134941778352?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691085823_uygviMlM9rINuIY5&previous_page_section_name=1000&federated_search_id=3397a057-7f5b-41d5-9b75-362a7ceaedde,,,,,
754,,,,galicia,https://www.airbnb.es/rooms/41061335?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-15&check_out=2023-10-20&source_impression_id=p3_1691085392_3DRMQwkcxSfpsOOX&previous_page_section_name=1000&federated_search_id=0ea46c0c-4d83-4f93-9eb9-2e7c2710f8db,,,,,
755,,,,ceuta,https://www.airbnb.es/rooms/646037451107790859?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-20&check_out=2023-11-25&source_impression_id=p3_1691086524_xwES14c3pKvmI1mM&previous_page_section_name=1000&federated_search_id=9468dbfa-396d-4595-9249-0d5e62bb5952,,,,,
756,,,,cataluña,https://www.airbnb.es/rooms/34367873?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-10&source_impression_id=p3_1691085962_Jc5L7pX%2BHQhucj8B&previous_page_section_name=1000&federated_search_id=f8be4b51-abe7-4e67-a12c-926348d51ab9,,,,,
757,,,,asturias,https://www.airbnb.es/rooms/36874978?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-29&source_impression_id=p3_1691085481_esCQX2L3wQGWO0Fn&previous_page_section_name=1000&federated_search_id=14495e05-c171-4855-aeb5-0062a3c341ea,,,,,
758,,,,pais_vasco,https://www.airbnb.es/rooms/33208153?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-20&check_out=2023-09-25&source_impression_id=p3_1691085644_cmZmAvlYUo8E9B3n&previous_page_section_name=1000&federated_search_id=9b5510f0-c480-47ce-85f4-88831ad3a9d3,,,,,
759,,,,valencia,https://www.airbnb.es/rooms/46094847?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-04&check_out=2023-11-09&source_impression_id=p3_1691085345_80i5h2PkLJIPL%2FtQ&previous_page_section_name=1000&federated_search_id=4978ccc7-89ce-4d2a-ac7a-29ac90e91dbc,,,,,
760,,,,galicia,https://www.airbnb.es/rooms/25702709?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1691085459_ZJw4sXvQ5ue2Z6LM&previous_page_section_name=1000&federated_search_id=5e33df90-dc06-44ad-80dd-85cccf950712,,,,,
761,,,,galicia,https://www.airbnb.es/rooms/680309016097235097?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-08&check_out=2023-10-13&source_impression_id=p3_1691085392_GyFPQ%2F9pQCFxolAZ&previous_page_section_name=1000&federated_search_id=0ea46c0c-4d83-4f93-9eb9-2e7c2710f8db,,,,,
762,,,,navarra,https://www.airbnb.es/rooms/45919877?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-16&check_out=2023-09-22&source_impression_id=p3_1691085681_8GEFUBlYZkNAL3CH&previous_page_section_name=1000&federated_search_id=2781065c-6f62-431b-8da2-8ab61126d391,,,,,
763,,,,madrid,https://www.airbnb.es/rooms/766727233776514076?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086094_EBqAxn%2BKJ9Y1mVNh&previous_page_section_name=1000&federated_search_id=acf17f98-b6f3-4804-8e2a-b598b276d60f,,,,,
764,,,,valencia,https://www.airbnb.es/rooms/52462795?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-02&source_impression_id=p3_1691085341_VZyGY61wIeGHDBSc&previous_page_section_name=1000&federated_search_id=9a8c8858-8187-482b-bbb7-e88b3bf9cfda,,,,,
765,,,,madrid,https://www.airbnb.es/rooms/43443136?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-10&source_impression_id=p3_1691086107_vPZqcSPCebFVOld%2B&previous_page_section_name=1000&federated_search_id=493f7c51-32e1-4dc5-aecc-2cb8458a0b47,,,,,
766,,,,murcia,https://www.airbnb.es/rooms/687491108997827533?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086290_RZ3wtPmmIEMwLNJJ&previous_page_section_name=1000&federated_search_id=3ef442ac-88f8-441e-a93f-f7abf20dea84,,,,,
767,,,,cataluña,https://www.airbnb.es/rooms/26908830?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691085911_Lhn5KQvnPiduVqmL&previous_page_section_name=1000&federated_search_id=6c94fe2a-1102-4e23-9f19-928613d0b067,,,,,
768,,,,aragon,https://www.airbnb.es/rooms/904700331951271623?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-21&source_impression_id=p3_1691085849_afJCbSewOasGcTaW&previous_page_section_name=1000&federated_search_id=9e8bebd6-f01c-4788-ae07-7f837bb5f471,,,,,
769,,,,asturias,https://www.airbnb.es/rooms/553069132413442711?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-08&check_out=2023-09-13&source_impression_id=p3_1691085526_c2EVuyBMoqni8nbq&previous_page_section_name=1000&federated_search_id=42da71f5-7cc1-4953-a8c5-75750a1adb46,,,,,
770,,,,ceuta,https://www.airbnb.es/rooms/928466827838172455?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-07&source_impression_id=p3_1691086547_sDy2jHAmH3hjWcBC&previous_page_section_name=1000&federated_search_id=b11a0d50-4aac-4219-9e9c-a151c317ad74,,,,,
771,,,,navarra,https://www.airbnb.es/rooms/855812243097247018?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691085744_7fv3SI8GJxwZ3yLc&previous_page_section_name=1000&federated_search_id=5fc13d75-1b8a-4ea6-8b01-649fb2eda7e8,,,,,
772,,,,castilla_la_mancha,https://www.airbnb.es/rooms/18809127?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-31&check_out=2023-09-05&source_impression_id=p3_1691086240_h3jlSC6GUO4GBG6U&previous_page_section_name=1000&federated_search_id=965f6993-bec5-49a6-a3af-420b949734a7,,,,,
773,,,,asturias,https://www.airbnb.es/rooms/21643766?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-14&check_out=2023-09-19&source_impression_id=p3_1691085522_OQSGvdFCH71W8nyo&previous_page_section_name=1000&federated_search_id=b9dc1286-0fd6-4055-8c69-8bcdc478d9e6,,,,,
774,,,,aragon,https://www.airbnb.es/rooms/21784888?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085880_ZvRDZoqEsFimdVes&previous_page_section_name=1000&federated_search_id=6b5b0ba2-3956-4ead-b3ac-bb3d20f2dc73,,,,,
775,,,,pais_vasco,https://www.airbnb.es/rooms/921672110223577410?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-14&check_out=2023-09-19&source_impression_id=p3_1691085643_grzb6Glio2Zbrt2e&previous_page_section_name=1000&federated_search_id=9b5510f0-c480-47ce-85f4-88831ad3a9d3,,,,,
776,,,,ceuta,https://www.airbnb.es/rooms/881683398056716098?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086536_E5II8N3rn2NIPTcM&previous_page_section_name=1000&federated_search_id=6c70dd28-a836-42c9-b0d4-58f6aeedb44d,,,,,
777,,,,madrid,https://www.airbnb.es/rooms/34309334?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-29&source_impression_id=p3_1691086037_b7QGVCtATEMcT4tG&previous_page_section_name=1000&federated_search_id=f280c5e3-f087-4215-b21f-4a719dcb395f,,,,,
778,,,,ceuta,https://www.airbnb.es/rooms/929061492871416454?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-11&check_out=2023-08-16&source_impression_id=p3_1691086544_MiyPK%2FezwiqAUdKK&previous_page_section_name=1000&federated_search_id=27aa5fbe-e719-4aa6-811d-79d5d0b04fb1,,,,,
779,,,,castilla_la_mancha,https://www.airbnb.es/rooms/937565690503288192?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086240_vISKth6Ycb6TTBNd&previous_page_section_name=1000&federated_search_id=965f6993-bec5-49a6-a3af-420b949734a7,,,,,
780,,,,aragon,https://www.airbnb.es/rooms/875221100831099681?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691085849_FpsuvTZ8rGCsgkHv&previous_page_section_name=1000&federated_search_id=9e8bebd6-f01c-4788-ae07-7f837bb5f471,,,,,
781,,,,galicia,https://www.airbnb.es/rooms/842551083887304766?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691085439_awZITF1RCHPw7CBX&previous_page_section_name=1000&federated_search_id=341d5032-57e7-4880-aa07-61633be520b1,,,,,
782,,,,extremadura,https://www.airbnb.es/rooms/51979982?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-03&source_impression_id=p3_1691086375_sTt1Q8xnr%2Bv54QJv&previous_page_section_name=1000&federated_search_id=b75cf506-cd7c-451a-875e-aa9b2560bab4,,,,,
783,,,,asturias,https://www.airbnb.es/rooms/938096384519279912?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691085489_It95dNIwMCCxElJz&previous_page_section_name=1000&federated_search_id=aaa68aae-f7ed-43bf-bd1f-48c0b360ff6a,,,,,
784,,,,baleares,https://www.airbnb.es/rooms/7039721?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-03&check_out=2023-10-09&source_impression_id=p3_1691086661_WziFGKQty0eDwFjM&previous_page_section_name=1000&federated_search_id=61026d33-baa1-4adf-a1ad-bf8aa7846835,,,,,
785,,,,aragon,https://www.airbnb.es/rooms/822374874100128748?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691085841_o4mcYAb7RQfoC27o&previous_page_section_name=1000&federated_search_id=dc59a088-b92f-42a2-81d1-e495c3514a30,,,,,
786,,,,madrid,https://www.airbnb.es/rooms/944729442951387691?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086094_AHM4W%2BHe8QUS2mT3&previous_page_section_name=1000&federated_search_id=acf17f98-b6f3-4804-8e2a-b598b276d60f,,,,,
787,,,,extremadura,https://www.airbnb.es/rooms/51548639?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-12&source_impression_id=p3_1691086384_Q64SygujgnVEG%2B5N&previous_page_section_name=1000&federated_search_id=6afdde1c-5012-464b-8a8b-088a19e697aa,,,,,
788,,,,cantabria,https://www.airbnb.es/rooms/24911084?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-10&source_impression_id=p3_1691085592_rIO8NS7T9S7IKw2Q&previous_page_section_name=1000&federated_search_id=c6d28f05-53da-4ea3-bef7-2cc4337ed57b,,,,,
789,,,,cataluña,https://www.airbnb.es/rooms/12981668?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-25&check_out=2023-09-30&source_impression_id=p3_1691085962_pUgbxdf7DW8zN1et&previous_page_section_name=1000&federated_search_id=f8be4b51-abe7-4e67-a12c-926348d51ab9,,,,,
790,,,,castilla_y_leon,https://www.airbnb.es/rooms/51120967?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-07&check_out=2023-08-12&source_impression_id=p3_1691086021_hplW2IhEizHoLOf4&previous_page_section_name=1000&federated_search_id=11f1ee4c-f3aa-4d86-b352-af0e3928e42f,,,,,
791,,,,ceuta,https://www.airbnb.es/rooms/28360205?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691086504_LbNOJsZiISnCHFK2&previous_page_section_name=1000&federated_search_id=20bd90e7-e728-4f8c-a774-f678372af118,,,,,
