,precio,titulo_anuncio,tipo_alojamineto,numero_personas,n_dormitorios,nunmero_camas,nunmero_banos,valoracion,n_evaluaciones,comunidad,url
133,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/844116647046997723?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691172362_6o5a9H%2FBBa5miH7y&previous_page_section_name=1000&federated_search_id=755fb4b2-48aa-4223-976d-9d90f42d859f
134,30€,"El Nido, Cabaña individual",vivienda,1 viajero,1 dormitorio,2 camas,1 baño,"4,83",82,islas_canarias,https://www.airbnb.es/rooms/6351101?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691172358_7%2Bp5PaTWnoItfSz2&previous_page_section_name=1000&federated_search_id=cdb69ca4-bae5-4c60-990f-031c5cedb3da
135,40€,Casa El Patio - Estudio acogedor con barbacoa,piso,2 viajeros,1 dormitorio,2 camas,1 baño,"4,57",119,islas_canarias,https://www.airbnb.es/rooms/14218634?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-19&check_out=2023-08-24&source_impression_id=p3_1691172386_5lYavgkW7nRA9SRb&previous_page_section_name=1000&federated_search_id=026fff14-55a2-4f8c-a7d2-3faeed006dd7
136,32€,Tranquilidad descanso playa natural,piso,3 viajeros,1 dormitorio,1 cama,1 baño,"4,73",451,islas_canarias,https://www.airbnb.es/rooms/18150753?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-18&check_out=2023-11-23&source_impression_id=p3_1691172382_QiB1l%2FCWiQMCRtA%2B&previous_page_section_name=1000&federated_search_id=937af752-de63-420e-b876-b05ea5a3c988
137,100€,CASA VOLCÁNICA ÚNICA JUNTO AL MAR,vivienda,6 viajeros,3 dormitorios,5 camas,2 baños,"4,80",123,islas_canarias,https://www.airbnb.es/rooms/28377877?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-19&check_out=2023-09-24&source_impression_id=p3_1691172358_V%2Fm%2BMVBqjCs5S8rB&previous_page_section_name=1000&federated_search_id=cdb69ca4-bae5-4c60-990f-031c5cedb3da
138,48€,Atico San Andres Playa de la Teresitas,piso,4 viajeros,1 dormitorio,2 camas,1 baño,"4,63",127,islas_canarias,https://www.airbnb.es/rooms/22409136?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-14&check_out=2023-08-19&source_impression_id=p3_1691172386_VFL1e14zMICIvtqh&previous_page_section_name=1000&federated_search_id=026fff14-55a2-4f8c-a7d2-3faeed006dd7
139,35€,Cliff House Gran Canaria,vivienda,2 viajeros,1 dormitorio,1 cama,1 baño,"4,91",210,islas_canarias,https://www.airbnb.es/rooms/8481120?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-12&check_out=2023-09-17&source_impression_id=p3_1691172402_0DrNRbrp2OzaCAUd&previous_page_section_name=1000&federated_search_id=db65e09f-a6b3-4b8c-ab29-84b1d5d621d0
140,134€,Apartamento 2 dormitorios con vistas mar y parking,apartamento con servicios,4 viajeros,2 dormitorios,3 camas,1 baño,"4,83",395,islas_canarias,https://www.airbnb.es/rooms/49149557?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-10&check_out=2023-08-15&source_impression_id=p3_1691172351_kWNC48duM0EmfdyQ&previous_page_section_name=1000&federated_search_id=b41b1263-25bb-414e-8718-5e7ad3703f1b
141,45€,Casa Suso,vivienda,4 viajeros,2 dormitorios,3 camas,1 baño,"4,67",85,islas_canarias,https://www.airbnb.es/rooms/17906577?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691172382_Tb7cazdkWAbEfIlE&previous_page_section_name=1000&federated_search_id=937af752-de63-420e-b876-b05ea5a3c988
142,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/671704289650892058?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691172382_fyTLYhmc6Zy4J3xc&previous_page_section_name=1000&federated_search_id=937af752-de63-420e-b876-b05ea5a3c988
143,45€,Casa Lourdes,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"4,33",3,islas_canarias,https://www.airbnb.es/rooms/816599647384588950?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-03&source_impression_id=p3_1691172390_T%2B38YlJbQiiUBItX&previous_page_section_name=1000&federated_search_id=500c8026-ec7b-42b8-9008-238952a03daf
144,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/856414008736550323?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-07&check_out=2023-08-12&source_impression_id=p3_1691172374_ElGgRIaeL5wnii1F&previous_page_section_name=1000&federated_search_id=47f69330-8442-4206-a461-efe689f4f278
145,27€,Apto CLASICO cerca del mar a 15 min del Aeropuerto,piso,3 viajeros,1 dormitorio,2 camas,"1,5 baños","4,57",233,islas_canarias,https://www.airbnb.es/rooms/10049946?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1691172358_szXDR9W2wQWlF%2BMA&previous_page_section_name=1000&federated_search_id=cdb69ca4-bae5-4c60-990f-031c5cedb3da
146,21€,Habitación Deluxe Independiente,Pino,3 viajeros,1 dormitorio,3 camas,"1,5 baños","4,74",70,islas_canarias,https://www.airbnb.es/rooms/43999520?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691172379_R%2BtNqX%2FYypINDIDr&previous_page_section_name=1000&federated_search_id=08eb49d2-f817-47c1-acfd-9cf57f0c3b32
147,22€,Globetrotterstudio,Ralf,1 viajero,1 cama,0 baños,,,,islas_canarias,https://www.airbnb.es/rooms/34379411?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1691172366_vbOT1bKPUH%2Fc5q69&previous_page_section_name=1000&federated_search_id=6e0698c7-5b9e-4695-b71e-cd95ce4e5b50
148,50€,Casita Pedro González,casa de invitados,2 viajeros,1 dormitorio,1 cama,1 baño,"4,96",45,islas_canarias,https://www.airbnb.es/rooms/39131746?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-24&check_out=2023-09-29&source_impression_id=p3_1691172402_tvjQN5oAMjX5U2OU&previous_page_section_name=1000&federated_search_id=db65e09f-a6b3-4b8c-ab29-84b1d5d621d0
149,130€,"Hibisco House: villa con piscina, spa y barbacoa.",villa,5 viajeros,3 dormitorios,3 camas,2 baños,"4,91",97,islas_canarias,https://www.airbnb.es/rooms/24689883?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691172394_du10p5JKMcCZw%2BzF&previous_page_section_name=1000&federated_search_id=efbb493d-9f9a-441e-b668-5008bc93ea7a
150,44€,Coqueto apto a 100mtrs playa Canteras y centro,piso,3 viajeros,1 dormitorio,2 camas,1 baño,"4,73",389,islas_canarias,https://www.airbnb.es/rooms/6272268?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691172355_DkF1Xkp%2Bg0Oi2Q1U&previous_page_section_name=1000&federated_search_id=eaecb95d-6fb2-45c3-9287-4bd389bef91d
151,20€,Habitación con vistas hacia ⛰️🏞️🌄⛴️,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/9255259?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691172362_gmtlM5Xw93jjT3My&previous_page_section_name=1000&federated_search_id=755fb4b2-48aa-4223-976d-9d90f42d859f
152,78€,Vistas Mar & Playas/ minibar gratis/ Netflix y wifi,piso,5 viajeros,2 dormitorios,2 camas,1 baño,1,evaluación,islas_canarias,https://www.airbnb.es/rooms/940664886294118569?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691172345_GASehnVVDa5Y2bNK&previous_page_section_name=1000&federated_search_id=41fafa1c-8213-4b70-9ff7-9b4bdb8eff3d
153,52€,Apartamento bien cuidado en acantilado lado suroeste,vivienda,2 viajeros,1 dormitorio,2 camas,1 baño,"4,86",118,islas_canarias,https://www.airbnb.es/rooms/2156687?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-12&source_impression_id=p3_1691172370_JPbSA5UXgIEiaxCE&previous_page_section_name=1000&federated_search_id=dde3fff5-09c3-4336-8aa4-3076d8028d15
154,46€,Los Apartamentos 2C en Varadero - La Gomera,piso,4 viajeros,1 dormitorio,3 camas,1 baño,"4,71",52,islas_canarias,https://www.airbnb.es/rooms/28424142?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-10&source_impression_id=p3_1691172398_csRDjPRUqSx955xy&previous_page_section_name=1000&federated_search_id=0740985b-f5f3-4f50-9c16-8534c5ce5db7
155,39€,"Apartamento interior, Diseño, zona antigua.",piso,3 viajeros,1 dormitorio,2 camas,1 baño,"4,74",73,islas_canarias,https://www.airbnb.es/rooms/23444776?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-15&check_out=2023-08-20&source_impression_id=p3_1691172366_x5RnOlFXB%2BpKcIFn&previous_page_section_name=1000&federated_search_id=6e0698c7-5b9e-4695-b71e-cd95ce4e5b50
156,59€,Cabana del Bosque,Christina & Dirk,2 viajeros,1 dormitorio,1 cama,1 baño,"4,93",200,islas_canarias,https://www.airbnb.es/rooms/33008519?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-31&check_out=2023-11-05&source_impression_id=p3_1691172345_5ADb9tSUQ1p81xfq&previous_page_section_name=1000&federated_search_id=41fafa1c-8213-4b70-9ff7-9b4bdb8eff3d
157,54€,"Cueva El Desvelo, coqueta cueva en piedra viva",Nolva Sara,2 viajeros,1 dormitorio,1 cama,1 baño,"4,89",18,islas_canarias,https://www.airbnb.es/rooms/689869771851429661?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-12&source_impression_id=p3_1691172398_gwxqAX9MyqK%2F5Gfj&previous_page_section_name=1000&federated_search_id=0740985b-f5f3-4f50-9c16-8534c5ce5db7
158,25€,Habitacion/estudio Agaete,Pablo,2 viajeros,1 dormitorio,1 cama,1 baño privado,"4,75",4,islas_canarias,https://www.airbnb.es/rooms/713543986772349334?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-10&check_out=2023-08-15&source_impression_id=p3_1691172370_BRxE6Mb7vmuXnByx&previous_page_section_name=1000&federated_search_id=dde3fff5-09c3-4336-8aa4-3076d8028d15
159,55€,Vivienda Rural La Montaña,vivienda,4 viajeros,2 dormitorios,4 camas,1 baño,,,islas_canarias,https://www.airbnb.es/rooms/947775556597636381?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-07&check_out=2023-08-13&source_impression_id=p3_1691172358_ugWxn6MuQUlgQBuq&previous_page_section_name=1000&federated_search_id=cdb69ca4-bae5-4c60-990f-031c5cedb3da
160,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/33570310?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691172345_oGkgYhm%2FaamPkqT1&previous_page_section_name=1000&federated_search_id=41fafa1c-8213-4b70-9ff7-9b4bdb8eff3d
161,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/33982415?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-13&check_out=2023-09-18&source_impression_id=p3_1691172398_u4W7kRc5NyCqVAPj&previous_page_section_name=1000&federated_search_id=0740985b-f5f3-4f50-9c16-8534c5ce5db7
162,36€,Ca´Xexu,piso,4 viajeros,2 dormitorios,3 camas,1 baño,1,evaluación,islas_canarias,https://www.airbnb.es/rooms/637519605996065123?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691172386_RWFau6blcxwZHzjz&previous_page_section_name=1000&federated_search_id=026fff14-55a2-4f8c-a7d2-3faeed006dd7
163,50€,Villa Charlotte: tu oasis en Fuerteventura,adosado,2 viajeros,1 dormitorio,1 cama,1 baño,,,islas_canarias,https://www.airbnb.es/rooms/949022179571402928?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-08&check_out=2023-08-13&source_impression_id=p3_1691172351_hh885dEUG1NfHRxh&previous_page_section_name=1000&federated_search_id=b41b1263-25bb-414e-8718-5e7ad3703f1b
164,23€,Aparcamiento y bien comunicado,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/787778390077658888?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-15&check_out=2023-08-20&source_impression_id=p3_1691172402_YnUG2xIHr15FfRKy&previous_page_section_name=1000&federated_search_id=db65e09f-a6b3-4b8c-ab29-84b1d5d621d0
165,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/51460462?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-05&check_out=2023-10-12&source_impression_id=p3_1691172366_m%2BPcXEMoXcyh2ItN&previous_page_section_name=1000&federated_search_id=6e0698c7-5b9e-4695-b71e-cd95ce4e5b50
166,59€,La Destiladera.,vivienda,5 viajeros,2 dormitorios,4 camas,1 baño,"4,78",66,islas_canarias,https://www.airbnb.es/rooms/2289925?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-02&source_impression_id=p3_1691172390_kyNxvkfuqhQID%2F4e&previous_page_section_name=1000&federated_search_id=500c8026-ec7b-42b8-9008-238952a03daf
167,60€,Precioso estudio independiente y agradable,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"4,71",76,islas_canarias,https://www.airbnb.es/rooms/584524302824289588?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691172394_9UyU4U731X0YY6DU&previous_page_section_name=1000&federated_search_id=efbb493d-9f9a-441e-b668-5008bc93ea7a
168,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/855512239573844815?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-12&source_impression_id=p3_1691172402_xyrKEME%2FfhQHopHE&previous_page_section_name=1000&federated_search_id=db65e09f-a6b3-4b8c-ab29-84b1d5d621d0
169,36€,Piñero's Home,vivienda,6 viajeros,2 dormitorios,3 camas,1 baño,"4,83",188,islas_canarias,https://www.airbnb.es/rooms/12228541?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-19&check_out=2023-09-24&source_impression_id=p3_1691172398_O0vmt4ztBgiq4kvP&previous_page_section_name=1000&federated_search_id=0740985b-f5f3-4f50-9c16-8534c5ce5db7
170,65€,Cabaña de madera,cabaña,3 viajeros,1 dormitorio,2 camas,1 baño,"4,87",63,islas_canarias,https://www.airbnb.es/rooms/48164441?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691172382_KSF7NnGTMZ0owdOe&previous_page_section_name=1000&federated_search_id=937af752-de63-420e-b876-b05ea5a3c988
171,49€,casa de Gallina,vivienda,2 viajeros,Estudio,1 cama,1 baño,"4,90",194,islas_canarias,https://www.airbnb.es/rooms/16609466?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-08&check_out=2023-10-14&source_impression_id=p3_1691172394_%2FlEztk950MqIziII&previous_page_section_name=1000&federated_search_id=efbb493d-9f9a-441e-b668-5008bc93ea7a
172,47€,Aloe Art,vivienda,2 viajeros,1 dormitorio,1 cama,1 baño,"4,57",97,islas_canarias,https://www.airbnb.es/rooms/879615338105844324?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-15&check_out=2023-08-20&source_impression_id=p3_1691172394_KlKZR0InEI%2FAb%2BWe&previous_page_section_name=1000&federated_search_id=efbb493d-9f9a-441e-b668-5008bc93ea7a
173,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/852832776042389751?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-27&source_impression_id=p3_1691172379_vTJEXMZVGOveiS4G&previous_page_section_name=1000&federated_search_id=08eb49d2-f817-47c1-acfd-9cf57f0c3b32
174,24€,Habitación privada con código cerca del centro.,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/792022906256521858?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-19&source_impression_id=p3_1691172402_HywVvv8%2FnrSTC9C7&previous_page_section_name=1000&federated_search_id=db65e09f-a6b3-4b8c-ab29-84b1d5d621d0
175,31€,"Casa Sansofe, excelente ubicación.",piso,4 viajeros,2 dormitorios,3 camas,"1,5 baños","4,49",344,islas_canarias,https://www.airbnb.es/rooms/20025240?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-06&check_out=2023-10-12&source_impression_id=p3_1691172370_qvzZeLYEb3KLgQlB&previous_page_section_name=1000&federated_search_id=dde3fff5-09c3-4336-8aa4-3076d8028d15
176,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/14794938?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691172358_GptYxjluHDs%2FLuFV&previous_page_section_name=1000&federated_search_id=cdb69ca4-bae5-4c60-990f-031c5cedb3da
177,84€,Departamento Finca Toledo,suite con entrada independiente,4 viajeros,2 dormitorios,2 camas,1 baño,"4,93",302,islas_canarias,https://www.airbnb.es/rooms/1939500?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-20&check_out=2023-09-25&source_impression_id=p3_1691172345_0Yq4DBRrTsBHriGS&previous_page_section_name=1000&federated_search_id=41fafa1c-8213-4b70-9ff7-9b4bdb8eff3d
178,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/24350561?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-08&check_out=2023-08-13&source_impression_id=p3_1691172382_0Sx8LsRziHzadNDT&previous_page_section_name=1000&federated_search_id=937af752-de63-420e-b876-b05ea5a3c988
179,54€,Aventura única en Cueva: Tranquilidad & Naturaleza,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/39861520?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691172390_UjHJQdXEPjlGFx6x&previous_page_section_name=1000&federated_search_id=500c8026-ec7b-42b8-9008-238952a03daf
180,52€,"MORERA, Vallehermoso, La Gomera",adosado,2 viajeros,1 dormitorio,1 cama,1 baño,"4,72",46,islas_canarias,https://www.airbnb.es/rooms/8552234?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691172394_KMqw6nwONiei55tU&previous_page_section_name=1000&federated_search_id=efbb493d-9f9a-441e-b668-5008bc93ea7a
181,41€,La Burbuja 2 Es un loft para dos personas.,piso,2 viajeros,1 dormitorio,2 camas,"1,5 baños","4,79",47,islas_canarias,https://www.airbnb.es/rooms/32570252?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691172362_NQRNaSdamdXYzcAL&previous_page_section_name=1000&federated_search_id=755fb4b2-48aa-4223-976d-9d90f42d859f
182,18€,"ACOGEDORA HABITACIÓN DOBLE GRANDE EN CASA TÍPICA ""TERRERA""",,,,,,,,islas_canarias,https://www.airbnb.es/rooms/36911640?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-12&source_impression_id=p3_1691172390_P%2FXlXVMmlbZCFzba&previous_page_section_name=1000&federated_search_id=500c8026-ec7b-42b8-9008-238952a03daf
183,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/21907852?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-07&check_out=2023-08-12&source_impression_id=p3_1691172382_TxQ6AdGK6qGVrJLG&previous_page_section_name=1000&federated_search_id=937af752-de63-420e-b876-b05ea5a3c988
184,40€,""" El Cernical""... Naturaleza y descanso.",vivienda,4 viajeros,2 dormitorios,3 camas,1 baño,"4,53",111,islas_canarias,https://www.airbnb.es/rooms/11568107?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-29&check_out=2023-09-03&source_impression_id=p3_1691172379_lT6EL6xbvQcHbhVm&previous_page_section_name=1000&federated_search_id=08eb49d2-f817-47c1-acfd-9cf57f0c3b32
185,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/2973360?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-07&check_out=2023-09-12&source_impression_id=p3_1691172362_YmyO8j1CwglJCVUB&previous_page_section_name=1000&federated_search_id=755fb4b2-48aa-4223-976d-9d90f42d859f
186,49€,"La Hoya de Targa, casa entera, vivienda vacacional",vivienda,6 viajeros,3 dormitorios,3 camas,2 baños,"4,81",115,islas_canarias,https://www.airbnb.es/rooms/19710940?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691172379_MB%2FmOvjmqrM4zzjK&previous_page_section_name=1000&federated_search_id=08eb49d2-f817-47c1-acfd-9cf57f0c3b32
187,35€,¡Adorable apartamento estudio con increíbles vistas al mar!,Ann,2 viajeros,1 dormitorio,1 cama,1 baño,"4,91",23,islas_canarias,https://www.airbnb.es/rooms/571675620772884000?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-12&check_out=2023-10-17&source_impression_id=p3_1691172345_kRbK6gix0X8VoM0v&previous_page_section_name=1000&federated_search_id=41fafa1c-8213-4b70-9ff7-9b4bdb8eff3d
188,30€,Casa forestal en Tijarafe Cabaña en Tijarafe,cabaña,3 viajeros,2 dormitorios,2 camas,"1,5 baños","4,87",15,islas_canarias,https://www.airbnb.es/rooms/850084996736275627?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691172394_BzxqLENv51Ra0wOZ&previous_page_section_name=1000&federated_search_id=efbb493d-9f9a-441e-b668-5008bc93ea7a
189,40€,APARTAMENTO EN UNA GRANJA ECOLÓGICA,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"4,67",54,islas_canarias,https://www.airbnb.es/rooms/42219204?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-04&source_impression_id=p3_1691172386_7fdFyTAmhxOHJc2p&previous_page_section_name=1000&federated_search_id=026fff14-55a2-4f8c-a7d2-3faeed006dd7
190,125€,"Casa Plumeria, un lugar para ser feliz !",vivienda,2 viajeros,1 dormitorio,1 cama,1 baño,"4,88",80,islas_canarias,https://www.airbnb.es/rooms/47976176?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-08&check_out=2023-08-14&source_impression_id=p3_1691172379_75TgdogvUpnb%2FMyP&previous_page_section_name=1000&federated_search_id=08eb49d2-f817-47c1-acfd-9cf57f0c3b32
191,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/48412716?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-15&check_out=2023-08-20&source_impression_id=p3_1691172398_Re9lCLDM5DwFLNa2&previous_page_section_name=1000&federated_search_id=0740985b-f5f3-4f50-9c16-8534c5ce5db7
192,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/45746543?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-19&check_out=2023-08-24&source_impression_id=p3_1691172345_9ElVISwSdmQSyk4N&previous_page_section_name=1000&federated_search_id=41fafa1c-8213-4b70-9ff7-9b4bdb8eff3d
193,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/899378779979366304?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691172355_ya0qs7cBSG0JxzdI&previous_page_section_name=1000&federated_search_id=eaecb95d-6fb2-45c3-9287-4bd389bef91d
194,62€,Apartamento El Ancla,piso,4 viajeros,2 dormitorios,3 camas,1 baño,"5,0",6,islas_canarias,https://www.airbnb.es/rooms/855512239573844815?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-12&source_impression_id=p3_1691172398_RU%2BwH3k283j5fj68&previous_page_section_name=1000&federated_search_id=0740985b-f5f3-4f50-9c16-8534c5ce5db7
195,,,,,,,,,,islas_canarias,https://www.airbnb.es/rooms/15562686?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691172402_CE5qWJTK625hKoEs&previous_page_section_name=1000&federated_search_id=db65e09f-a6b3-4b8c-ab29-84b1d5d621d0
196,20€,"Muy cómoda, tranquila e iluminada.",,,,,,,,islas_canarias,https://www.airbnb.es/rooms/537741889477391469?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691172358_a8LDfSYZjk1D0E5i&previous_page_section_name=1000&federated_search_id=cdb69ca4-bae5-4c60-990f-031c5cedb3da
197,45€,HERMOSA CASA COSTERA EN UNA TRANQUILA GRANJA ECOLÓGICA,Maritza,2 viajeros,1 dormitorio,1 cama,1 baño,"4,92",87,islas_canarias,https://www.airbnb.es/rooms/34031325?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691172362_BmqA9aMaC5hpCeNV&previous_page_section_name=1000&federated_search_id=755fb4b2-48aa-4223-976d-9d90f42d859f
198,75€,Hermosa casa tradicional en Masca,casa rural,2 viajeros,1 dormitorio,1 cama,1 baño,"4,95",319,islas_canarias,https://www.airbnb.es/rooms/22134670?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-31&check_out=2023-09-05&source_impression_id=p3_1691172362_q4C0ZFzcD52%2BrmCP&previous_page_section_name=1000&federated_search_id=755fb4b2-48aa-4223-976d-9d90f42d859f
199,45€,Casa Fema —Reserva Natural— ¡PARAÍSO PARA LOS EXCURSIONISTAS!,casa rural,4 viajeros,2 dormitorios,4 camas,"1,5 baños","4,70",47,islas_canarias,https://www.airbnb.es/rooms/27281692?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-10&source_impression_id=p3_1691172374_c5KiRRRTg8MGN3k3&previous_page_section_name=1000&federated_search_id=47f69330-8442-4206-a461-efe689f4f278
